"","Sample name","Sample type 1","Media type","Treatment","Sample type 2"
"1","114A-1","sponge","ISP2M50%","heat_shock","Marine_water"
"2","114A-2","sponge","ISP2M50%","heat_shock","Marine_water"
"3","114A-3","sponge","NZSGM","heat_shock","Marine_water"
"4","114A-4","sponge","SWA","heat_shock","Marine_water"
"5","114B-1","algae","A1M50%","heat_shock","Marine_water"
"6","114B-2","algae","A1M50%","heat_shock","Marine_water"
"7","114B-4","algae","ISP2M50%","heat_shock","Marine_water"
"8","114B-5-Aeromicrobium_fastidiosum","algae","NZSGM","heat_shock","Marine_water"
"9","114B-6","algae","SWA","heat_shock","Marine_water"
"10","114B-7","algae","SWA","heat_shock","Marine_water"
"11","114B-8","algae","SWA","heat_shock","Marine_water"
"12","114B-9","algae","SWA","heat_shock","Marine_water"
"13","114B-10","algae","NZSGM","heat_shock","Marine_water"
"14","114C-1","sediment","ISP2M50%","heat_shock","Marine_water"
"15","114C-2","sediment","ISP2M50%","heat_shock","Marine_water"
"16","114C-3","sediment","ISP2M50%","heat_shock","Marine_water"
"17","114C-4","sediment","ISP2M50%","heat_shock","Marine_water"
"18","114C-5","sediment","NZSGM","heat_shock","Marine_water"
"19","114C-6","sediment","Chitin","heat_shock","Marine_water"
"20","114D-1","algae","A1M50%","heat_shock","Marine_water"
"21","114D-2","algae","A1M50%","heat_shock","Marine_water"
"22","114D-3","algae","A1M50%","heat_shock","Marine_water"
"23","114E-1","water","SWA","non_heat_shock","Marine_water"
"24","114E-3","water","A1M50%","non_heat_shock","Marine_water"
"25","114E-4","water","A1M50%","non_heat_shock","Marine_water"
"26","114E-5","water","ISP2M50%","non_heat_shock","Marine_water"
"27","114E-6","water","A1M50%","non_heat_shock","Marine_water"
"28","114E-7","water","A1M50%","non_heat_shock","Marine_water"
"29","115A-1","sea_urchin_eggs","A1M50%","non_heat_shock","Marine_water"
"30","115A-2","sea_urchin_eggs","A1M50%","non_heat_shock","Marine_water"
"31","115A-3","sea_urchin_eggs","A1M50%","non_heat_shock","Marine_water"
"32","115A-4","sea_urchin_eggs","A1M50%","non_heat_shock","Marine_water"
"33","115A-5","sea_urchin_eggs","A1M50%","non_heat_shock","Marine_water"
"34","115B-1","sediment","ISP2M50%","heat_shock","Marine_water"
"35","115B-2","sediment","ISP2M50%","heat_shock","Marine_water"
"36","115B-3","sediment","ISP2M50%","heat_shock","Marine_water"
"37","115B-4","sediment","ISP2M50%","heat_shock","Marine_water"
"38","115B-5","sediment","ISP2M50%","heat_shock","Marine_water"
"39","115B-6","sediment","ISP2M50%","heat_shock","Marine_water"
"40","115B-7","sediment","ISP2M50%","heat_shock","Marine_water"
"41","115B-8","sediment","A1M50%","heat_shock","Marine_water"
"42","115B-9","sediment","NZSGM","heat_shock","Marine_water"
"43","115B-10","sediment","NZSGM","heat_shock","Marine_water"
"44","115B-11","sediment","SWA","heat_shock","Marine_water"
"45","115B-12","sediment","Chitin","heat_shock","Marine_water"
"46","115B-13","sediment","Chitin","heat_shock","Marine_water"
"47","115C-1","sediment","NZSGM","heat_shock","Marine_water"
"48","115D-1-Bacillus_clausii","sediment","ISP2M50%","heat_shock","Marine_water"
"49","115D-2","sediment","ISP2M50%","heat_shock","Marine_water"
"50","115D-3","sediment","SWA","heat_shock","Marine_water"
"51","115E-1","sediment","NZSGM","heat_shock","Marine_water"
"52","115E-2","sediment","NZSGM","heat_shock","Marine_water"
"53","116A-1","algae","A1F50%","heat_shock","Freshwater"
"54","116B-1","algae","Chitin","heat_shock","Freshwater"
"55","116B-2","algae","A1F50%","heat_shock","Freshwater"
"56","116B-3","algae","A1F50%","heat_shock","Freshwater"
"57","116B-4","algae","A1F50%","heat_shock","Freshwater"
"58","116B-5","algae","A1F50%","heat_shock","Freshwater"
"59","116B-6","algae","A1F50%","heat_shock","Freshwater"
"60","116B-7","algae","A1F50%","heat_shock","Freshwater"
"61","116B-8","algae","A1F50%","heat_shock","Freshwater"
"62","116B-9","algae","A1F50%","heat_shock","Freshwater"
"63","116B-10","algae","A1F50%","heat_shock","Freshwater"
"64","116B-11","algae","A1F50%","heat_shock","Freshwater"
"65","116B-12","algae","A1F50%","heat_shock","Freshwater"
"66","116B-13","algae","A1F50%","heat_shock","Freshwater"
"67","116B-14","algae","A1F50%","heat_shock","Freshwater"
"68","116B-15","algae","A1F50%","heat_shock","Freshwater"
"69","116B-16","algae","A1F50%","heat_shock","Freshwater"
"70","116B-17","algae","A1F50%","heat_shock","Freshwater"
"71","116B-18","algae","A1F50%","heat_shock","Freshwater"
"72","116B-19","algae","A1F50%","heat_shock","Freshwater"
"73","116B-20","algae","A1F50%","heat_shock","Freshwater"
"74","116B-21","algae","A1F50%","heat_shock","Freshwater"
"75","116B-22","algae","A1F50%","heat_shock","Freshwater"
"76","116B-23","algae","A1F50%","heat_shock","Freshwater"
"77","116B-24","algae","A1F50%","heat_shock","Freshwater"
"78","116B-25","algae","A1F50%","heat_shock","Freshwater"
"79","116B-26","algae","A1F50%","heat_shock","Freshwater"
"80","116B-27","algae","A1F50%","heat_shock","Freshwater"
"81","116B-28","algae","A1F50%","heat_shock","Freshwater"
"82","116B-29","algae","A1F50%","heat_shock","Freshwater"
"83","116B-30","algae","A1F50%","heat_shock","Freshwater"
"84","116B-31","algae","A1F50%","heat_shock","Freshwater"
"85","116B-32","algae",NA,"heat_shock","Freshwater"
"86","116B-33","algae",NA,"heat_shock","Freshwater"
"87","116B-34","algae",NA,"heat_shock","Freshwater"
"88","116B-35","algae",NA,"heat_shock","Freshwater"
"89","116B-36","algae",NA,"heat_shock","Freshwater"
"90","116B-37","algae",NA,"heat_shock","Freshwater"
"91","116B-38","algae",NA,"heat_shock","Freshwater"
"92","116B-39","algae",NA,"heat_shock","Freshwater"
"93","116B-40-Paenibacillus_sp.","algae",NA,"heat_shock","Freshwater"
"94","116B-41","algae",NA,"heat_shock","Freshwater"
"95","116B-42","algae",NA,"heat_shock","Freshwater"
"96","116B-43","algae",NA,"heat_shock","Freshwater"
"97","116B-44","algae",NA,"heat_shock","Freshwater"
"98","116B-45-Paenibacillus_sp.","algae",NA,"heat_shock","Freshwater"
"99","116B-46","algae",NA,"heat_shock","Freshwater"
"100","116B-47","algae",NA,"heat_shock","Freshwater"
"101","116B-48","algae",NA,"heat_shock","Freshwater"
"102","116B-49","algae",NA,"heat_shock","Freshwater"
"103","116B-50","algae",NA,"heat_shock","Freshwater"
"104","116B-51","algae",NA,"heat_shock","Freshwater"
"105","116B-52","algae",NA,"heat_shock","Freshwater"
"106","116B-53","algae",NA,"heat_shock","Freshwater"
"107","116B-54","algae",NA,"heat_shock","Freshwater"
"108","116B-55","algae",NA,"heat_shock","Freshwater"
"109","116B-56","algae",NA,"heat_shock","Freshwater"
"110","116B-57","algae",NA,"heat_shock","Freshwater"
"111","116B-58","algae",NA,"heat_shock","Freshwater"
"112","116B-59","algae",NA,"heat_shock","Freshwater"
"113","116B-60","algae",NA,"heat_shock","Freshwater"
"114","116C-1-Arthrobacter_gandavensis","algae","NZSGF","heat_shock","Freshwater"
"115","116C-2","algae","NZSGF","heat_shock","Freshwater"
"116","116D-1","sediment","ISP2F50%","heat_shock","Freshwater"
"117","116D-2","sediment","A1F50%","heat_shock","Freshwater"
"118","116E-1","sediment","LWA","heat_shock","Freshwater"
"119","116E-2","sediment","Chitin","heat_shock","Freshwater"
"120","116E-3","sediment","Chitin","heat_shock","Freshwater"
"121","116F-1","sediment","Chitin","heat_shock","Freshwater"
"122","116F-2-Micrococcus_luteus","sediment","Chitin","heat_shock","Freshwater"
"123","116F-3","sediment","Chitin","heat_shock","Freshwater"
"124","116F-4","sediment","Chitin","heat_shock","Freshwater"
"125","116F-5","sediment","Chitin","heat_shock","Freshwater"
"126","116F-6-Micrococcus_sp.","sediment","Chitin","heat_shock","Freshwater"
"127","116F-7","sediment","Chitin","heat_shock","Freshwater"
"128","116F-8","sediment","Chitin","heat_shock","Freshwater"
"129","116F-9","sediment","Chitin","heat_shock","Freshwater"
"130","116F-10","sediment","NZSGF","heat_shock","Freshwater"
"131","116F-11","sediment","A1F50%","heat_shock","Freshwater"
"132","116F-12","sediment","ISP2F50%","heat_shock","Freshwater"
"133","116F-13","sediment","ISP2F50%","heat_shock","Freshwater"
"134","116G-1","sediment","NZSGF","heat_shock","Freshwater"
"135","116G-2","sediment","ISP2F50%","heat_shock","Freshwater"
"136","116G-3","sediment","ISP2F50%","heat_shock","Freshwater"
"137","116G-4","sediment","a1F50%","heat_shock","Freshwater"
"138","116G-5","sediment","a1F50%","heat_shock","Freshwater"
"139","116G-6","sediment","a1F50%","heat_shock","Freshwater"
"140","116G-7","sediment","a1F50%","heat_shock","Freshwater"
"141","116G-8-Bacillus_sp.","sediment","LWA","heat_shock","Freshwater"
"142","116H-1","sediment","ISP2F50%","heat_shock","Freshwater"
"143","116H-2","sediment","ISP2F50%","heat_shock","Freshwater"
"144","116H-3","sediment","ISP2F50%","heat_shock","Freshwater"
"145","116H-4","sediment","ISP2F50%","heat_shock","Freshwater"
"146","116H-5","sediment","ISP2F50%","heat_shock","Freshwater"
"147","116H-6","sediment","ISP2F50%","heat_shock","Freshwater"
"148","116H-7","sediment","ISP2F50%","heat_shock","Freshwater"
"149","116H-8","sediment","ISP2F50%","heat_shock","Freshwater"
"150","116H-9","sediment","ISP2F50%","heat_shock","Freshwater"
"151","116H-10","sediment","ISP2F50%","heat_shock","Freshwater"
"152","116H-11","sediment","A1F50%","heat_shock","Freshwater"
"153","116H-12-Streptomyces_sp.","sediment","A1F50%","heat_shock","Freshwater"
"154","116H-13","sediment","A1F50%","heat_shock","Freshwater"
"155","116H-14","sediment","LWA","heat_shock","Freshwater"
"156","116H-15","sediment","LWA","heat_shock","Freshwater"
"157","116H-16","sediment","LWA","heat_shock","Freshwater"
"158","116H-17","sediment","Chitin","heat_shock","Freshwater"
"159","116H-18-Oerskovia_sp.","sediment","Chitin","heat_shock","Freshwater"
"160","116H-19","sediment","NZSGF","heat_shock","Freshwater"
"161","116H-20","sediment","NZSGF","heat_shock","Freshwater"
"162","116H-21","sediment","ISP2F50%","heat_shock","Freshwater"
"163","116H-22","sediment","LWA","heat_shock","Freshwater"
"164","116H-23","sediment","LWA","heat_shock","Freshwater"
"165","117A-1","sediment","LWA","heat_shock","Freshwater"
"166","117A-2","sediment","ISP2F50%","heat_shock","Freshwater"
"167","117A-3","sediment","ISP2F50%","heat_shock","Freshwater"
"168","117A-4","sediment","ISP2F50%","heat_shock","Freshwater"
"169","117A-5","sediment","ISP2F50%","heat_shock","Freshwater"
"170","117A-6","sediment","ISP2F50%","heat_shock","Freshwater"
"171","117A-7","sediment","ISP2F50%","heat_shock","Freshwater"
"172","117A-8","sediment","A1F50%","heat_shock","Freshwater"
"173","117C-1-Micrococcus_luteus","algae","Chitin","heat_shock","Freshwater"
"174","117C-2","algae","ISP2F50%","heat_shock","Freshwater"
"175","117C-3","algae","NZSGF","heat_shock","Freshwater"
"176","117C-4","algae","NZSGF","heat_shock","Freshwater"
"177","117C-6","algae","NZSGF","heat_shock","Freshwater"
"178","117D-1","sediment","A1F50%","heat_shock","Freshwater"
"179","117D-2","sediment","A1F50%","heat_shock","Freshwater"
"180","117D-3","sediment","A1F50%","heat_shock","Freshwater"
"181","117D-4-Paenibacillus_sp.","sediment","A1F50%","heat_shock","Freshwater"
"182","117D-5","sediment","A1F50%","heat_shock","Freshwater"
"183","117D-6","sediment","NZSGF","heat_shock","Freshwater"
"184","117D-7","sediment","ISP2F50%","heat_shock","Freshwater"
"185","117D-8","sediment","ISP2F50%","heat_shock","Freshwater"
"186","117D-9","sediment","ISP2F50%","heat_shock","Freshwater"
"187","117D-10","sediment","ISP2F50%","heat_shock","Freshwater"
"188","117E-1","sediment","LWA","heat_shock","Freshwater"
"189","117E-2","sediment","LWA","heat_shock","Freshwater"
"190","117E-3","sediment","LWA","heat_shock","Freshwater"
"191","117F-1-Kocuria_palustris","sediment","A1F50%","heat_shock","Freshwater"
"192","117F-2","sediment","ISP2F50%","heat_shock","Freshwater"
"193","117G-1","sediment","A1F50%","heat_shock","Freshwater"
"194","117G-2","sediment","NZSGF","heat_shock","Freshwater"
"195","117G-3","sediment","Chitin","heat_shock","Freshwater"
"196","117G-4","sediment","Chitin","heat_shock","Freshwater"
"197","117G-5","sediment","Chitin","heat_shock","Freshwater"
"198","117G-6","sediment","Chitin","heat_shock","Freshwater"
"199","117G-7","sediment","Chitin","heat_shock","Freshwater"
"200","117G-8","sediment","Chitin","heat_shock","Freshwater"
"201","117G-9","sediment","Chitin","heat_shock","Freshwater"
"202","117G-10","sediment","Chitin","heat_shock","Freshwater"
"203","117G-11","sediment","Chitin","heat_shock","Freshwater"
"204","117G-12","sediment","Chitin","heat_shock","Freshwater"
"205","117G-13","sediment","Chitin","heat_shock","Freshwater"
"206","117G-14-Micrococcus_sp.","sediment","Chitin","heat_shock","Freshwater"
"207","117G-15","sediment","LWA","heat_shock","Freshwater"
"208","117G-16-Arthrobacter_sp.","sediment","LWA","heat_shock","Freshwater"
"209","117G-17","sediment","LWA","heat_shock","Freshwater"
"210","117G-18","sediment","LWA","heat_shock","Freshwater"
"211","117G-19","sediment","LWA","heat_shock","Freshwater"
"212","117G-20","sediment","LWA","heat_shock","Freshwater"
"213","117G-21","sediment","LWA","heat_shock","Freshwater"
"214","117G-22","sediment","LWA","heat_shock","Freshwater"
"215","117G-23","sediment","LWA","heat_shock","Freshwater"
"216","117G-24","sediment","LWA","heat_shock","Freshwater"
"217","117G-25","sediment","LWA","heat_shock","Freshwater"
"218","117G-26","sediment","LWA","heat_shock","Freshwater"
"219","117G-27","sediment","LWA","heat_shock","Freshwater"
"220","117G-28","sediment","LWA","heat_shock","Freshwater"
"221","117G-29","sediment","LWA","heat_shock","Freshwater"
"222","117G-30","sediment","LWA","heat_shock","Freshwater"
"223","117G-31","sediment","LWA","heat_shock","Freshwater"
"224","117G-32","sediment","LWA","heat_shock","Freshwater"
"225","117G-33","sediment","LWA","heat_shock","Freshwater"
"226","117G-34","sediment","LWA","heat_shock","Freshwater"
"227","117G-35-Arthrobacter_sp.","sediment","LWA","heat_shock","Freshwater"
"228","117G-36","sediment","LWA","heat_shock","Freshwater"
"229","117G-37","sediment","LWA","heat_shock","Freshwater"
"230","117G-38","sediment","LWA","heat_shock","Freshwater"
"231","117H-1","sediment","NZSGF","heat_shock","Freshwater"
"232","117H-2","sediment","NZSGF","heat_shock","Freshwater"
"233","117H-3-Micrococcus_sp.","sediment","NZSGF","heat_shock","Freshwater"
"234","117H-4","sediment","NZSGF","heat_shock","Freshwater"
"235","117H-5","sediment","NZSGF","heat_shock","Freshwater"
"236","117H-6","sediment","NZSGF","heat_shock","Freshwater"
"237","117H-7-Staphylococcus_succinus","sediment","NZSGF","heat_shock","Freshwater"
"238","117H-8","sediment","NZSGF","heat_shock","Freshwater"
"239","117H-9","sediment","NZSGF","heat_shock","Freshwater"
"240","117H-10","sediment","A1F50%","heat_shock","Freshwater"
"241","117H-11","sediment","A1F50%","heat_shock","Freshwater"
"242","117H-12","sediment","A1F50%","heat_shock","Freshwater"
"243","117H-13","sediment","A1F50%","heat_shock","Freshwater"
"244","117H-14-Microbacterium_sp.","sediment","A1F50%","heat_shock","Freshwater"
"245","117H-15","sediment","A1F50%","heat_shock","Freshwater"
"246","117H-16","sediment","A1F50%","heat_shock","Freshwater"
"247","117H-17","sediment","A1F50%","heat_shock","Freshwater"
"248","117H-18","sediment","A1F50%","heat_shock","Freshwater"
"249","117H-19-Microbacterium_sp.","sediment","A1F50%","heat_shock","Freshwater"
"250","117H-20","sediment","A1F50%","heat_shock","Freshwater"
"251","117H-21","sediment","A1F50%","heat_shock","Freshwater"
"252","117H-22","sediment","A1F50%","heat_shock","Freshwater"
"253","117H-23","sediment","A1F50%","heat_shock","Freshwater"
"254","117H-24","sediment","A1F50%","heat_shock","Freshwater"
"255","117H-25","sediment","A1F50%","heat_shock","Freshwater"
"256","117H-26","sediment","A1F50%","heat_shock","Freshwater"
"257","117H-27","sediment","A1F50%","heat_shock","Freshwater"
"258","117H-28","sediment","A1F50%","heat_shock","Freshwater"
"259","117H-29","sediment","A1F50%","heat_shock","Freshwater"
"260","117H-30","sediment","A1F50%","heat_shock","Freshwater"
"261","117H-31","sediment","ISP2F50%","heat_shock","Freshwater"
"262","117H-32","sediment","ISP2F50%","heat_shock","Freshwater"
"263","117H-33","sediment","ISP2F50%","heat_shock","Freshwater"
"264","117H-34","sediment","ISP2F50%","heat_shock","Freshwater"
"265","117H-35","sediment","ISP2F50%","heat_shock","Freshwater"
"266","117H-36","sediment","ISP2F50%","heat_shock","Freshwater"
"267","117H-37","sediment","ISP2F50%","heat_shock","Freshwater"
"268","117H-38","sediment","ISP2F50%","heat_shock","Freshwater"
"269","117H-39","sediment","ISP2F50%","heat_shock","Freshwater"
"270","117H-40","sediment","ISP2F50%","heat_shock","Freshwater"
"271","117H-41","sediment","ISP2F50%","heat_shock","Freshwater"
"272","117H-42","sediment","ISP2F50%","heat_shock","Freshwater"
"273","117H-43","sediment","ISP2F50%","heat_shock","Freshwater"
"274","117H-44","sediment","ISP2F50%","heat_shock","Freshwater"
"275","117H-45","sediment","ISP2F50%","heat_shock","Freshwater"
"276","117H-46","sediment","ISP2F50%","heat_shock","Freshwater"
"277","117H-47","sediment","LWA","heat_shock","Freshwater"
"278","117H-48","sediment","LWA","heat_shock","Freshwater"
"279","117H-49","sediment","LWA","heat_shock","Freshwater"
"280","117H-50","sediment","LWA","heat_shock","Freshwater"
"281","117H-51","sediment","LWA","heat_shock","Freshwater"
"282","117H-52","sediment","LWA","heat_shock","Freshwater"
"283","117H-53","sediment","LWA","heat_shock","Freshwater"
"284","117H-54","sediment","LWA","heat_shock","Freshwater"
"285","117H-55","sediment","LWA","heat_shock","Freshwater"
"286","117H-56","sediment","LWA","heat_shock","Freshwater"
"287","117H-57","sediment","LWA","heat_shock","Freshwater"
"288","117H-58","sediment","LWA","heat_shock","Freshwater"
"289","117H-59","sediment","LWA","heat_shock","Freshwater"
"290","117H-60","sediment","LWA","heat_shock","Freshwater"
"291","117H-61","sediment","LWA","heat_shock","Freshwater"
"292","117H-62","sediment","LWA","heat_shock","Freshwater"
"293","117H-63","sediment","LWA","heat_shock","Freshwater"
"294","117H-64","sediment","LWA","heat_shock","Freshwater"
"295","117H-65","sediment","LWA","heat_shock","Freshwater"
"296","117H-66","sediment","LWA","heat_shock","Freshwater"
"297","117H-67","sediment","LWA","heat_shock","Freshwater"
"298","117H-68","sediment","LWA","heat_shock","Freshwater"
"299","117H-69","sediment","LWA","heat_shock","Freshwater"
"300","117H-70","sediment","LWA","heat_shock","Freshwater"
"301","117H-71","sediment","LWA","heat_shock","Freshwater"
"302","117H-72","sediment","Chitin","heat_shock","Freshwater"
"303","117H-73","sediment","Chitin","heat_shock","Freshwater"
"304","117H-74","sediment","Chitin","heat_shock","Freshwater"
"305","117H-75","sediment","Chitin","heat_shock","Freshwater"
"306","117H-76","sediment","Chitin","heat_shock","Freshwater"
"307","117H-77","sediment","Chitin","heat_shock","Freshwater"
"308","117H-78","sediment","Chitin","heat_shock","Freshwater"
"309","117H-79","sediment","Chitin","heat_shock","Freshwater"
"310","117H-80","sediment","Chitin","heat_shock","Freshwater"
"311","117H-81","sediment","Chitin","heat_shock","Freshwater"
"312","117H-82","sediment","Chitin","heat_shock","Freshwater"
"313","117H-83","sediment","Chitin","heat_shock","Freshwater"
"314","117H-84","sediment","Chitin","heat_shock","Freshwater"
"315","117H-85","sediment","Chitin","heat_shock","Freshwater"
"316","117H-86","sediment","Chitin","heat_shock","Freshwater"
"317","117H-87","sediment","Chitin","heat_shock","Freshwater"
"318","117H-88","sediment","Chitin","heat_shock","Freshwater"
"319","117H-89","sediment","Chitin","heat_shock","Freshwater"
"320","117H-90","sediment","Chitin","heat_shock","Freshwater"
"321","117H-91","sediment","Chitin","heat_shock","Freshwater"
"322","117I-1","sediment","NZSGF","heat_shock","Freshwater"
"323","117I-2","sediment","ISP2F50%","heat_shock","Freshwater"
"324","117J-1","sediment","LWA","heat_shock","Freshwater"
"325","117J-2","sediment","LWA","heat_shock","Freshwater"
"326","118A-1-Bacillus_licheniformis","sediment","A1M50%","heat_shock","marine_water"
"327","118A-2","sediment","NZSGM","heat_shock","marine_water"
"328","118A-3","sediment","NZSGM","heat_shock","marine_water"
"329","118B-1","algae","NZSGM","heat_shock","marine_water"
"330","118B-2","algae","NZSGM","heat_shock","marine_water"
"331","118B-3","algae","NZSGM","heat_shock","marine_water"
"332","118B-4","algae","NZSGM","heat_shock","marine_water"
"333","118B-5","algae","NZSGM","heat_shock","marine_water"
"334","118B-6","algae","NZSGM","heat_shock","marine_water"
"335","118B-7","algae","NZSGM","heat_shock","marine_water"
"336","118B-8","algae","NZSGM","heat_shock","marine_water"
"337","118B-9","algae","NZSGM","heat_shock","marine_water"
"338","118B-10","algae","NZSGM","heat_shock","marine_water"
"339","118B-11","algae","NZSGM","heat_shock","marine_water"
"340","118B-12","algae","NZSGM","heat_shock","marine_water"
"341","118B-13","algae","NZSGM","heat_shock","marine_water"
"342","118B-14","algae","NZSGM","heat_shock","marine_water"
"343","118B-15","algae","NZSGM","heat_shock","marine_water"
"344","118B-16","algae","NZSGM","heat_shock","marine_water"
"345","118B-17","algae","NZSGM","heat_shock","marine_water"
"346","118B-18","algae","NZSGM","heat_shock","marine_water"
"347","118B-19","algae","NZSGM","heat_shock","marine_water"
"348","118B-20","algae","NZSGM","heat_shock","marine_water"
"349","118B-21","algae","NZSGM","heat_shock","marine_water"
"350","118B-22","algae","NZSGM","heat_shock","marine_water"
"351","118B-23","algae","NZSGM","heat_shock","marine_water"
"352","118B-24","algae","ISP2M50%","heat_shock","marine_water"
"353","118B-25","algae","ISP2M50%","heat_shock","marine_water"
"354","118B-26","algae","ISP2M50%","heat_shock","marine_water"
"355","118B-27","algae","ISP2M50%","heat_shock","marine_water"
"356","118B-28","algae","ISP2M50%","heat_shock","marine_water"
"357","118B-29","algae","ISP2M50%","heat_shock","marine_water"
"358","118B-30","algae","ISP2M50%","heat_shock","marine_water"
"359","118B-31","algae","ISP2M50%","heat_shock","marine_water"
"360","118B-32","algae","ISP2M50%","heat_shock","marine_water"
"361","118B-33","algae","ISP2M50%","heat_shock","marine_water"
"362","118B-34","algae","ISP2M50%","heat_shock","marine_water"
"363","118B-35","algae","ISP2M50%","heat_shock","marine_water"
"364","118B-36-Maribacter_sp.","algae","ISP2M50%","heat_shock","marine_water"
"365","118B-37","algae","ISP2M50%","heat_shock","marine_water"
"366","118B-38","algae","ISP2M50%","heat_shock","marine_water"
"367","118B-39","algae","ISP2M50%","heat_shock","marine_water"
"368","118B-40","algae","ISP2M50%","heat_shock","marine_water"
"369","118B-41","algae","ISP2M50%","heat_shock","marine_water"
"370","118B-42","algae","ISP2M50%","heat_shock","marine_water"
"371","118B-43","algae","ISP2M50%","heat_shock","marine_water"
"372","118B-44","algae","ISP2M50%","heat_shock","marine_water"
"373","118B-45","algae","ISP2M50%","heat_shock","marine_water"
"374","118B-46","algae","ISP2M50%","heat_shock","marine_water"
"375","118B-47","algae","A1M50%","heat_shock","marine_water"
"376","118B-48","algae","A1M50%","heat_shock","marine_water"
"377","118B-49","algae","A1M50%","heat_shock","marine_water"
"378","118B-50","algae","A1M50%","heat_shock","marine_water"
"379","118B-51","algae","A1M50%","heat_shock","marine_water"
"380","118B-52","algae","A1M50%","heat_shock","marine_water"
"381","118B-53","algae","A1M50%","heat_shock","marine_water"
"382","118B-54","algae","A1M50%","heat_shock","marine_water"
"383","118B-55","algae","A1M50%","heat_shock","marine_water"
"384","118B-56","algae","A1M50%","heat_shock","marine_water"
"385","118B-57","algae","A1M50%","heat_shock","marine_water"
"386","118B-58","algae","A1M50%","heat_shock","marine_water"
"387","118B-59","algae","A1M50%","heat_shock","marine_water"
"388","118B-60","algae","SWA","heat_shock","marine_water"
"389","118B-61","algae","SWA","heat_shock","marine_water"
"390","118B-62","algae","SWA","heat_shock","marine_water"
"391","118B-63","algae","SWA","heat_shock","marine_water"
"392","118B-64","algae","SWA","heat_shock","marine_water"
"393","118B-65","algae","SWA","heat_shock","marine_water"
"394","118B-66","algae","SWA","heat_shock","marine_water"
"395","118B-67","algae","SWA","heat_shock","marine_water"
"396","118B-68","algae","SWA","heat_shock","marine_water"
"397","118B-69","algae","SWA","heat_shock","marine_water"
"398","118B-70","algae","SWA","heat_shock","marine_water"
"399","118B-71","algae","SWA","heat_shock","marine_water"
"400","118B-72","algae","SWA","heat_shock","marine_water"
"401","118B-73","algae","SWA","heat_shock","marine_water"
"402","118B-74","algae","SWA","heat_shock","marine_water"
"403","118B-75","algae","SWA","heat_shock","marine_water"
"404","118B-76","algae","SWA","heat_shock","marine_water"
"405","118B-77","algae","SWA","heat_shock","marine_water"
"406","118B-78","algae","SWA","heat_shock","marine_water"
"407","118B-79","algae","SWA","heat_shock","marine_water"
"408","118B-80","algae","SWA","heat_shock","marine_water"
"409","118B-81","algae","SWA","heat_shock","marine_water"
"410","118B-82","algae","SWA","heat_shock","marine_water"
"411","118B-83","algae","SWA","heat_shock","marine_water"
"412","118B-84","algae","SWA","heat_shock","marine_water"
"413","118B-85","algae","SWA","heat_shock","marine_water"
"414","118B-86","algae","SWA","heat_shock","marine_water"
"415","118B-87","algae","SWA","heat_shock","marine_water"
"416","118B-88","algae","SWA","heat_shock","marine_water"
"417","118B-89","algae","SWA","heat_shock","marine_water"
"418","118B-90","algae","SWA","heat_shock","marine_water"
"419","118B-91","algae","SWA","heat_shock","marine_water"
"420","118B-92","algae","SWA","heat_shock","marine_water"
"421","118B-93","algae","SWA","heat_shock","marine_water"
"422","118C-1","sediment","NZSGM","heat_shock","marine_water"
"423","118C-2-Psychrobacillus_psychrodurans","sediment","NZSGM","heat_shock","marine_water"
"424","118D-1","algae","ISP2M50%","heat_shock","marine_water"
"425","118D-2","algae","SWA","heat_shock","marine_water"
"426","118D-3","algae","SWA","heat_shock","marine_water"
"427","118D-4","algae","SWA","heat_shock","marine_water"
"428","118D-5","algae","SWA","heat_shock","marine_water"
"429","119A-1","sediment","A1F50%","no_heat_shock","terrestrial"
"430","119A-2","sediment","A1F50%","no_heat_shock","terrestrial"
"431","119A-3","sediment","A1F50%","no_heat_shock","terrestrial"
"432","119A-4","sediment","A1F50%","no_heat_shock","terrestrial"
"433","119A-5","sediment","A1F50%","no_heat_shock","terrestrial"
"434","119A-6","sediment","A1F50%","no_heat_shock","terrestrial"
"435","119A-7","sediment","A1F50%","no_heat_shock","terrestrial"
"436","119A-8","sediment","A1F50%","no_heat_shock","terrestrial"
"437","119A-9-Arthrobacter_sp.","sediment","A1F50%","no_heat_shock","terrestrial"
"438","119A-10","sediment","A1F50%","no_heat_shock","terrestrial"
"439","119A-11","sediment","A1F50%","no_heat_shock","terrestrial"
"440","119A-12","sediment","A1F50%","no_heat_shock","terrestrial"
"441","119A-13","sediment","A1F50%","no_heat_shock","terrestrial"
"442","119A-14","sediment","A1F50%","no_heat_shock","terrestrial"
"443","119A-15","sediment","A1F50%","no_heat_shock","terrestrial"
"444","119A-16-Variovorax_sp.","sediment","ISP2F50%","no_heat_shock","terrestrial"
"445","119A-17-Streptomyces_lavendulae","sediment","ISP2F50%","no_heat_shock","terrestrial"
"446","119A-18-Pseudomonas_sp.","sediment","ISP2F50%","no_heat_shock","terrestrial"
"447","119A-19","sediment","ISP2F50%","no_heat_shock","terrestrial"
"448","119A-20","sediment","ISP2F50%","no_heat_shock","terrestrial"
"449","119A-21","sediment","ISP2F50%","no_heat_shock","terrestrial"
"450","119A-22","sediment","ISP2F50%","no_heat_shock","terrestrial"
